Date,Close,High,Low,Open,Volume
2020-01-02,5.9710774421691895,5.9710774421691895,5.8916825092904785,5.94220660064208,237536000
2020-01-03,5.875504493713379,5.9193089700123815,5.826473387405685,5.851362305182769,205384000
2020-01-06,5.900144577026367,5.9053712073821005,5.756038640237342,5.782171792016009,262636000
2020-01-07,5.971574783325195,6.017370217404022,5.883468334889304,5.928517039782527,314856000
2020-01-08,5.982773780822754,6.024089307661958,5.927271825956355,5.967342646120171,277108000
2020-01-09,6.0484819412231445,6.120908509266958,5.99472218082326,6.069139710447324,255112000
2020-01-10,6.080837726593018,6.186117543357126,6.06665129335838,6.1557532404195285,316296000
2020-01-13,6.271485805511475,6.296623475757499,6.141317078631593,6.163966284249934,319840000
2020-01-14,6.154508590698242,6.254063792280203,6.141317164517189,6.2286768954430665,359088000
2020-01-15,6.111948490142822,6.189601691642836,6.086064089642818,6.167201711413345,263104000
2020-01-16,6.195575714111328,6.201549074459292,6.1420646972518265,6.165460160816054,284192000
2020-01-17,6.204285144805908,6.222205221168051,6.156747500713917,6.214738404004678,253792000
2020-01-21,6.170935153961182,6.2045351231948365,6.1368372069696315,6.167699485326466,217916000
2020-01-22,6.224943161010742,6.311556154821581,6.197316553531429,6.216232111329572,239240000
2020-01-23,6.2933878898620605,6.301850188800662,6.176161835918426,6.265015025340445,244516000
2020-01-24,6.234152317047119,6.458649601386447,6.179894581687254,6.408871766709822,373512000
2020-01-27,5.978295803070068,6.029317874683954,5.77993165006869,5.9295134446454965,470536000
2020-01-28,6.1716814041137695,6.2040366637991715,5.990988123671654,6.044250377382685,310976000
2020-01-29,6.111202239990234,6.193335342652405,6.071379683662624,6.157246432843524,258848000
2020-01-30,6.117920875549316,6.131361051433275,5.958383823099121,6.01338780936454,290504000
2020-01-31,5.884464740753174,6.084073126385558,5.842651697517958,6.072126406970737,370420000
2020-02-03,5.981531143188477,6.000944205107071,5.860073468931658,5.8662955798175345,255564000
2020-02-04,6.150774002075195,6.169938784887105,6.073370040522834,6.123396622531818,271544000
2020-02-05,6.2411208152771,6.281938371636145,6.15774301796561,6.2717338638672375,208220000
2020-02-06,6.327982425689697,6.327982425689697,6.1943297709458776,6.275467378988387,218284000
2020-02-07,6.261778354644775,6.310062726456048,6.23639146189148,6.287911501846782,189752000
2020-02-10,6.545013904571533,6.545760159094966,6.279449833018814,6.284427711474743,529608000
2020-02-11,6.66746711730957,6.782204708941897,6.591307374736193,6.653280684758316,638556000
2020-02-12,6.783199310302734,6.789670646919822,6.681403932064141,6.720230527616881,374644000
2020-02-13,6.739395618438721,6.806595557928401,6.697831327462878,6.725209186080892,528016000
2020-02-14,7.212531089782715,7.3414550885905,7.118202535196418,7.149562311326715,1041924000
2020-02-18,7.3812785148620605,7.3996965714360154,7.089830500246091,7.109243562917757,620164000
2020-02-19,7.832511901855469,7.850183227043785,7.503730784750705,7.503730784750705,694332000
2020-02-20,7.68317985534668,7.872832469799487,7.375802739932594,7.784477262238204,810052000
2020-02-21,7.319055557250977,7.596068354037517,7.234184775589799,7.570930686367929,768180000
2020-02-24,6.801617622375488,7.015412909789479,6.670204661652405,6.724711152192472,856916000
2020-02-25,6.522115707397461,6.938754529480886,6.420320327904951,6.8767812267304445,1055496000
2020-02-26,6.66149377822876,6.8556267817629495,6.520872260486998,6.522365244375088,747732000
2020-02-27,6.290677547454834,6.649291124091377,6.198284706095649,6.347955969591056,906416000
2020-02-28,6.725743770599365,6.78526370684369,6.021467195918768,6.038152538087511,1133252000
2020-03-02,6.884132385253906,6.913020969707429,6.499868326967326,6.89583734921365,890744000
2020-03-03,6.621647357940674,6.999685572996747,6.536227533507572,6.939916728422714,652792000
2020-03-04,7.085353851318359,7.094817286738061,6.654270451674621,6.728981858935505,597408000
2020-03-05,6.805934429168701,7.052729979909677,6.761356579362536,6.885875118485237,540328000
2020-03-06,6.625384330749512,6.683908212728981,6.425158250275503,6.626380407144802,515412000
2020-03-09,6.112366199493408,6.460021937653119,5.931565322628148,5.974399445452702,614160000
2020-03-10,6.501861095428467,6.501861095428467,6.126064361631653,6.388798124872372,580648000
2020-03-11,6.138017177581787,6.39029187874802,6.040892861634512,6.361901569855591,499964000
2020-03-12,5.38692045211792,5.880262587693714,5.374219414616826,5.614789101399392,816540000
2020-03-13,5.997809886932373,6.002292467677353,5.469104284331,5.7403054069086545,634836000
2020-03-16,4.89108943939209,5.63073007365907,4.831320580815074,5.289797871920905,726972000
2020-03-17,5.410828590393066,5.500233193091708,4.7566084388934895,5.003403997386374,833632000
2020-03-18,5.050969123840332,5.228283469058943,4.499601419537163,4.983231208813141,874268000
2020-03-19,5.303742408752441,5.397380205126947,4.816127806886553,5.029552176548578,765512000
2020-03-20,5.123938083648682,5.735821893342123,5.1084977163710255,5.453911927886964,804636000
2020-03-23,5.296770095825195,5.391155563804582,4.943884554727425,5.12294220354484,643876000
2020-03-24,6.20550537109375,6.292170637864776,5.679290313877494,5.702948663929641,1101644000
2020-03-25,6.116849422454834,6.520289265304306,6.068037887825773,6.3205614963132195,793432000
2020-03-26,6.406230449676514,6.530250721317108,6.22592736148756,6.324047752504339,696108000
2020-03-27,6.293914794921875,6.5526642311293,6.193054598613622,6.225927488151051,638828000
2020-03-30,6.6141767501831055,6.623391286850987,6.31533202177179,6.359411602587438,602252000
2020-03-31,6.564618110656738,6.85848196477575,6.418931160097484,6.65427114369263,949960000
