Date,Close,High,Low,Open,Volume
2020-01-02,72.46824645996094,72.52856629098083,71.2232442641189,71.47658460909824,135480400
2020-01-03,71.76371765136719,72.52374615608241,71.53932961570813,71.6961597256872,146322800
2020-01-06,72.33555603027344,72.3741616151194,70.63453932655295,70.88547194642054,118387200
2020-01-07,71.9953384399414,72.60094451443848,71.77577337938688,72.34518902923438,108872000
2020-01-08,73.15348815917969,73.45508735263148,71.6985739444987,71.6985739444987,132079200
2020-01-09,74.70734405517578,74.90036463569696,73.87975745537804,74.13068273740295,170108400
2020-01-10,74.87623596191406,75.4408362602049,74.37437802964394,74.94138611501243,140644800
2020-01-13,76.47590637207031,76.50245093143005,75.07407383392189,75.1923057311866,121532000
2020-01-14,75.44324493408203,76.62310479558539,75.32019744072484,76.4131928848304,161954400
2020-01-15,75.11990356445312,76.12362643206144,74.68801151442514,75.24295837546784,121923600
2020-01-16,76.06089782714844,76.1718916266167,75.30086936839069,75.66278838334783,108829200
2020-01-17,76.9029769897461,76.90538477645106,76.00300228022495,76.30942443229468,137816400
2020-01-21,76.38182067871094,76.97295078497612,76.2442896548719,76.53141272712692,110843200
2020-01-22,76.65444946289062,77.20697385138125,76.56034698568028,76.86676909750412,101832400
2020-01-23,77.02362060546875,77.1032395625604,76.15983628507468,76.70754520066748,104472000
2020-01-24,76.80164337158203,78.01286327957854,76.61103058846822,77.26972598534742,146537600
2020-01-27,74.54324340820312,75.2236454447696,73.56123488043164,74.81105989945355,161940000
2020-01-28,76.65204620361328,76.82335250031947,75.32500962430629,75.42393505290065,162234000
2020-01-29,78.25653839111328,79.10343121061821,77.5423536234093,78.28308294677784,216229200
2020-01-30,78.14315032958984,78.19623208684209,76.90780110255082,77.33969324731856,126743200
2020-01-31,74.67837524414062,77.85602021422844,74.38401413760657,77.43378134455115,199588400
2020-02-03,74.47329711914062,75.63867332859459,72.91945726436026,73.42131515382538,173788400
2020-02-04,76.93192291259766,77.1225356625265,75.67244439973094,76.07779194419663,136616400
2020-02-05,77.55926513671875,78.35789935199301,76.95606664401838,78.0587078925949,118826800
2020-02-06,78.46646881103516,78.46888396119307,77.27214024163042,77.82949504667184,105425600
2020-02-07,77.39989471435547,78.2149347676415,76.90893545307632,77.96582750464246,117684000
2020-02-10,77.76749420166016,77.76749420166016,75.90523855208762,75.98504645076437,109348800
2020-02-11,77.29828643798828,78.33583321226075,77.08062119224708,78.2632805905919,94323200
2020-02-12,79.13398742675781,79.13882181030785,77.7481726332658,77.7481726332658,113730400
2020-02-13,78.57047271728516,78.89697445434517,78.20286026576835,78.4060150979807,94747600
2020-02-14,78.58980560302734,78.83891285274403,78.08191495757227,78.53901137196604,80113600
2020-02-18,77.1507797241211,77.3321687046637,76.08904601525819,76.2704349958008,152531200
2020-02-19,78.26814270019531,78.49790505143669,77.39263964512776,77.39263964512776,93984000
2020-02-20,77.46520233154297,78.517260139207,76.95973247404322,78.02872169520079,100566000
2020-02-21,75.71177673339844,77.50148770003717,75.09505699539346,77.05889434201991,129554000
2020-02-24,72.11542510986328,73.56653705998549,69.95085421270655,71.89292541072396,222195200
2020-02-25,69.67272186279297,73.16748626275555,69.20111488480276,72.7853633450679,230673600
2020-02-26,70.77799224853516,72.04288097148186,69.29060380017634,69.29785906555418,198054800
2020-02-27,66.1513671875,69.16968329754985,66.015930635838,67.98460978013814,320605600
2020-02-28,66.1126708984375,67.33402814341571,62.00360705177279,62.218858912688944,426510000
2020-03-02,72.26779174804688,72.90386365568166,67.16713422063305,68.26997869246647,341397200
2020-03-03,69.97261810302734,73.52300347304629,69.12129439177312,73.44319556548463,319475600
2020-03-04,73.21827697753906,73.37790019382146,70.89408264604006,71.6946122287109,219178400
2020-03-05,70.84329986572266,72.44677262458974,70.4781009386349,71.47210923904862,187572800
2020-03-06,69.90249633789062,70.33541356546097,68.01605333738418,68.20227675514613,226176800
2020-03-09,64.37374877929688,67.25662042749718,63.6070747073531,63.78846370366684,286744800
2020-03-10,69.01005554199219,69.27609424415243,65.14767842910632,67.02687337652254,285290000
2020-03-11,66.61331939697266,68.01364506509296,65.74990566404036,67.08735480764533,255598800
2020-03-12,60.034934997558594,65.30005530488964,59.979310057824556,61.899615978360806,418474000
2020-03-13,67.22759246826172,67.6992067625623,61.176455139066015,64.06417194479151,370732000
2020-03-16,58.57897186279297,62.65901004477626,58.044477343492844,58.51608798383502,322423600
2020-03-17,61.154693603515625,62.30348685183075,57.6575122464136,59.860783996429895,324056000
2020-03-18,59.657630920410156,60.46299850331859,57.34794363950967,57.98885363786599,300233600
2020-03-19,59.200538635253906,61.14986537455913,58.6757201816232,59.83177257079482,271857200
2020-03-20,55.44215393066406,60.90558973701077,55.142256121470716,59.78097572031221,401693200
